building_type,dengji,jianzhumianji,loupan_content,loupandizhi,price_perunit,release_date,service_price,suozailouceng,titile,total_price_10K,url,xzl_content,zhuangxiu
纯写字楼,甲级,232㎡,富力盈隆广场项目位处广州市珠江新城中轴北端入口门户位置，为黄埔大道和珠江大道交汇，往来交通便利;西临城市广场，南望B地块街坊中心园林广场，城市环境景观优越;北面获得体育路已成熟完善的商业配套支持，兼得珠江新城中轴未来全面发展的超5星级酒店和各项高端商务服务配套便利，项目作为“门户地标”优势显著无出其右。,"['广州', '天河', '珠江新城中', '富力盈隆广场']",(28800元/㎡),2019/8/26 14:30:57,25.00元/平米·月,高区(共43层),富力盈隆: 带租约急售 装修保养好,668,https://gz.office.fang.com/shou/3_241749011.html,富力盈隆广场项目位处广州市珠江新城中轴北端入口门户位置，为黄埔大道和珠江大道交汇，往来交通便利；西临城市广场，南望B地块街坊园林广场，城市环境景观优越；北面获得体育路已成熟完善的商业配套支持，兼得珠江新城中轴未来全面发展的超5酒店和各项商务服务配套便利，项目作为“门户地标”显著无出其右。大楼电梯：18台日立电梯空调：采用盘管风机z水冷式空调系统（周一至周五8:30~18:00周六8:00~14:00）停车方面：1200元/12个钟，1900元/24个钟；8元/个钟；车位：632个管理费：25元含工作时间空调：3.95m，净2.7m交通方面地铁站：体育西路地铁站、地铁线路：地铁三号线，地铁一号线；APM线公交车站：冼村路中、珠江新城、天河城、天河公交场总站、体育东路、冼村路北、人民日报华南分社、冼村、天河邮局、金穗路近五十多条公交路线本人专业从事写字楼销售工作可免费提供专业咨询，您的电话也将给予保密，如有相关业务欢迎咨询黄生15975550735,精装修(可分割)
毛坯(不可分割),,236㎡,维多利广场位于天河体育西路与天河路交汇处，周边有天河体育中心，广州购书中心、天河城广场、正佳广场、地铁一号线、三号线、机场快速干线等。 楼高222.6米，由6层商业群楼、4层地下停车场及两座分别为52层、36层的写字楼组成。,"['广州', '天河', '体育中心', '维多利广场']",(24000元/㎡),2019/8/10 14:10:22,,中区(共36层),体育维多利广场写字楼出售 正对电梯口 带租约,566,https://gz.office.fang.com/shou/3_241309235.html,,
毛坯(不可分割),,265㎡,富力盈信大厦位于珠江新城华夏路，毗邻黄埔大道，北邻体育西商业和生活区。项目东侧紧邻珠江新城。富力盈信大厦设计为41层建筑，楼高达167米，总建筑面积约12.1万平方米，配备地下4层车库、661个车位。大厦标准层面积约2300㎡左右，户型面积121—351㎡，间隔方正实用。,"['广州', '天河', '珠江新城西', '富力盈信大厦']",(36000元/㎡),2019/9/3 18:15:09,,高区(共41层),富力盈信 两套相通正对电梯口 公司物业 中区商圈 带车位售,954,https://gz.office.fang.com/shou/3_241970582.html,电梯品牌：====================================================================================================,
纯写字楼,甲级,205㎡,华普广场周边有广州大道、南方报业集团、地铁。,"['广州', '天河', '珠江新城西', '华普广场']",(21000元/㎡),2019/9/4 13:46:19,15.00元/平米·月,中区(共31层),华普广场出售 正对电梯口 豪华装修 带租约卖 6厘租金 急售,430,https://gz.office.fang.com/shou/3_241991669.html,华普广场简介华普广场傲居广州写字楼规模的珠江新城，受到广大市民的极大关注。华普广场设计灵活，从实用到档次多方面吻合了客户端需求。广州大道公交车主干道，3号线及5号线上盖。华普广场物业详尽华普广场地址：广州市天河区华明路9-13号华普广场楼层：负1－负3层为停车场;1-5楼为商业裙楼，6楼为会所，西塔7-27楼为写字楼，28-29楼为会所，东塔6-29楼为写字楼华普广场实用率：74％华普广场楼底高度：2.7米华普广场电梯：楼内配置12台德国进口蒂森电梯，速度达2米/秒;4部无机房垂直电梯;8部自动扶梯华普广场停车位：3层车库，380个车位。月租1200元/月，6元/ 地上临停：5元/3、15元/天（8）、30元/24。华普广场管理费：15元/平方/月华普广场周边配套华普广场周边交通：三号线和五号线交汇处——珠江新城站公交：星汇园站，途经线路包括129、130、37、53、89、122、130、189、222、248、272路，离车站步行2华普广场周边餐饮：真功夫、澳门街、7-11、喜事多等华普广场周边银行工商银行，招商银行，建设银行，广发银行，中信银行，交通银行等华普广场优、缺点华普广场优点1、 位于珠江新城商圈，地段优越2、 管理费用低，可243、 交通便利，位于三号线上盖，数十条公交线途径华普广场缺点1、 西塔单位每层13个单位，单位面积较小,精装修(不可分割)
毛坯(不可分割),甲级,210㎡,1997年初，新大新东山广场隆重开业。这里毗邻环市路高级写字楼群，具备良好的商业基础和文化氛围。,"['广州', '越秀', '东山', '东山广场']",(17520元/㎡),2019/8/23 15:37:02,28.00元/平米·月,中区(共42层),东山广场各付各税买家少税费双线地铁口其他楼盘和面积请电联,368,https://gz.office.fang.com/shou/3_241673732.html,,
纯写字楼,甲级,243㎡,富力盈汇中心位于宝岗大道与同福中路交汇处。邻近海珠区委等政府机关。,"['广州', '海珠', '江南西', '富力金禧商务中心']",(15600元/㎡),2019/8/26 14:48:30,8.00元/平米·月,中区(共40层),海珠区 富力金禧商务中.心243方『稳定租约+3个单位』,379,https://gz.office.fang.com/shou/3_241749424.html,"一、 富力金禧商务中.心写字楼：『地址』：广州市海珠区副场路5号号『单位』：中层『面积』：243/㎡『价位』：15600 元/㎡『管理费』：8元/㎡；『交通』：多条公交线路『室内装修』：精装修、有间隔、会议室、员工区域、玻璃门；『适合行业』：科技，律师，金融,保险,贸易,广告，电商等行业『个人点评』： 1、全新的写字楼，房产证的使用性质是（商业用地），跟纯写字楼一样可以，整栋楼以为主。2、环境舒适，采光、通风效果很好，此面积都是双面采光，落地玻璃。3、装有室内分体空调，可24。",精装修(可分割)
毛坯(不可分割),,214㎡,"中华国际中心总高268米，位于中山三路与较场西路交界处，周边有烈士陵园、英雄广场。地下负一层与地铁烈士陵园站A出口相接，多路公交车路经此地。

中华国际中心写字楼包括A、B两栋塔楼，A塔楼高26层,总高128米；B塔楼高62层，总高268米。其中，A、B塔楼11-26层互通相连，整层面积达到3699平方米，B塔楼27-62层整层面积为1800平方米。写字楼的10-13层设置为一个面积达2万平方米的国际商务会所，设施包括两层的阶梯式同声翻译会议厅、商务宴会厅、游泳池、壁球场和室内足球场等。办公区从14层开始，共有49层。小的单位间隔将为100多平方米起。



楼层详情

地下三","['广州', '越秀', '东川路', '中华国际中心']",(22536元/㎡),2019/9/9 12:47:32,,中区(共42层),新盘源上架！中华国际，高层西南向 ，可空置出售,482,https://gz.office.fang.com/shou/3_242144975.html,,
纯写字楼,甲级,230㎡,富力盈信大厦位于珠江新城华夏路，毗邻黄埔大道，北邻体育西商业和生活区。项目东侧紧邻珠江新城。富力盈信大厦设计为41层建筑，楼高达167米，总建筑面积约12.1万平方米，配备地下4层车库、661个车位。大厦标准层面积约2300㎡左右，户型面积121—351㎡，间隔方正实用。,"['广州', '天河', '珠江新城西', '富力盈信大厦']",(31200元/㎡),2019/8/22 9:59:27,24.00元/平米·月,低区(共41层),天河区 珠江新城 富力盈信大厦 写字楼 业主出售 价钱抵,718,https://gz.office.fang.com/shou/3_241629977.html,"推荐卖点：目前整个富力盈信大厦可售的小面积单元，带租约，即买即可收租金，总成本不会太高.由一栋41层塔楼组成,首5层是写字楼大堂及商业配套，6-41层及以上是楼层。",精装修(可分割)
纯写字楼,甲级,205㎡,富力盈泰广场位于黄埔大道及猎德路交汇处，地处珠江新城，周遍商业气氛浓厚。项目占地14498㎡，总建筑面积135278㎡，由两栋25层塔楼组成，8000平方米生态广场。首3层是商业配套，4层以上是办公楼，户型面积由130㎡～2200㎡，开间灵活，可自由搭配。,"['广州', '天河', '珠江新城东', '富力盈泰广场']",(25000元/㎡),2019/9/3 20:51:48,20.00元/平米·月,低区(共41层),富力盈泰大厦出售 正对电梯口 豪华装修 带租约卖 7厘租金 急售,512,https://gz.office.fang.com/shou/3_241976127.html,富力盈泰大厦简介富力盈泰大厦位于珠江新城黄埔大道及猎德路交汇处，地处CBD核心，周边商业气氛浓厚，是富力地产珠江新城的重头戏。由两栋25层塔楼组成。首3层是黄埔大道品牌旗舰商业配套，4层以上是楼层，户型面积由130～2200㎡，开间灵活，可自由搭配。项目致力打造珠江新城超写字楼标准，邀请国际设计公司WOODS BAGOT担纲设计，采用独立计量的水源热泵式空调，24与国际接轨，3.95米空间环境舒适。富力盈泰大厦物业详尽富力盈泰大厦地址：广州市天河区黄埔大道100号富力盈泰大厦楼层：共25层，地下3层为停车场，－1楼管理处和车库，1－3层商业配套，4层以上为写字楼富力盈泰大厦实用率：72％富力盈泰大厦楼底高度：3.95米富力盈泰大厦电梯：客梯8台，货梯2台富力盈泰大厦停车位：649个车位，月租1900元/月（24），月租1200元/月（12，7：00-20：00），时租8元/富力盈泰大厦管理费：20元/平方/月富力盈泰大厦周边配套富力盈泰大厦周边交通：站：体育西路站、线路：三号线，一号线;公交车站：冼村路中、珠江新城、 天河城、 天河公交场总站、 体育东路、 冼村路北、 人民日报华南分社、 冼村、天河邮局、 金穗路等近五十多条公交路线; 客运站：广州东站汽车客运站，广州市锦汉天河大厦汽车客运站仅需30。富力盈泰大厦周边餐饮：名潮新观园、韦士拿西餐厅、红城堡西餐酒廊等富力盈泰大厦周边银行：工商银行、招商银行、建设银行、中国银行等富力盈泰大厦优、缺点富力盈泰大厦优点1、 交通便捷，周边配套、公交及大型客运站。2、 采用先进技术建造，。富力盈泰大厦缺点1、 绿化程度低，周边高层楼宇集中,精装修(不可分割)
精装修(不可分割),甲级,250㎡,建筑面积：,"['广州', '番禺', '华南', '华新智汇+']",(25800元/㎡),2019/8/14 15:52:55,12.00元/平米·月,中区(共36层),纯的户型，是你不二的选择,645,https://gz.office.fang.com/shou/3_241422185.html,"华新智汇+为华新集团倾力打造综合体项目，项目位于番禺万博商务区核心位置，项目总体以打造“金领生活社区”的规划概念为理念, 让业主坐享万博商圈发展的资产商机外，更从各生活细节方面精雕细琢，演绎出生活方式。项目建设用地为5099.8平方米，总建筑面积为100741平方米，由 1号楼22层写字楼、2号楼3商业中心及3号楼30层精品组成，其中3号楼产品均为纯4.9米复式，面积约60-113㎡，市场上，并分别在10层及20层打造两大空中会所，让业主真正享受“金领”品质生活",
