,locations
1544,第一村
1545,霍屯
1546,玉器厂居委会
1547,下英水村
1548,西绒线胡同东
1549,松榆北路
1550,松岭子
1551,黄瓜园村
1552,莲花庵
1553,马屯路口
1554,十八里店南环岛
1555,儿童医院路口西
1556,花家地北里
1557,车公庄南
1558,后堰上
1559,流河沟村
1560,小马神庙
1561,生物医药基地
1562,亦庄小学
1563,小孙各庄村
1564,学院路
1565,团桂路口
1566,三堡村
1567,新兴里社区
1568,回龙观北站
1569,国家工商总局南站
1570,香堂村
1571,陈各庄环岛东
1572,北洼路社区
1573,大吉祥路口
1574,古北口一站
1575,四季花城
1576,东一时区小区
1577,大兴辛店南站
1578,青年沟东口
1579,核二院社区
1580,水文社区
1581,南张华村
1582,界牌村
1583,窦店砖厂
1584,永昌公寓
1585,拱辰南街
1586,怀柔招商局
1587,介山
1588,松兰堡
1589,龙门涧
1590,太师屯邮局
1591,见子庄村
1592,光彩批发市场
1593,杜柳棵村
1594,福田集团
1595,左家庄西街南口
1596,雅宝路
1597,鱼骨寺路口
1598,中国政法大学昌平
1599,南店社区
1600,芦村
1601,高位胡同
1602,东三旗村
1603,赶驴桥
1604,西台上
1605,仁和地区
1606,东官房胡同
1607,南坊村
1608,永丰屯村
1609,朱岗子
1610,美食城路口
1611,平滩
1612,梅所屯村
1613,汇佳
1614,德胜口村
1615,和平寺
1616,十渡卫生院
1617,金鸡台
1618,新街口西
1619,白马关村
1620,阜成门外
1621,八里店南口
1622,滨河大桥
1623,黄亭子社区
1624,十里堡村
1625,顺义马连店道口
1626,东海洪村
1627,银闸胡同
1628,永定镇
1629,横街子
1630,青龙社区
1631,天通苑第一社区
1632,富锦嘉园社区
1633,立水桥地铁
1634,西郏河
1635,平坊村
1636,南官房口
1637,龙域中路
1638,沈庄路口
1639,宝峪岭
1640,九台庄园社区
1641,常营
1642,万泉寺桥西
1643,业兴庄村
1644,廊坊中纺城
1645,大栅栏街
1646,清缘里社区
1647,西苑号社区
1648,太子务北
1649,崔村镇政府
1650,胡庄路口西
1651,昌平永安路小区
1652,永乐西小区南社区
1653,北翔凤胡同
1654,西里北社区
1655,地铁海淀五路居站
1656,安采路口
1657,大觉社区
1658,张镇
1659,顺义顾家庄
1660,香安宾馆
1661,天龙汽配城
1662,西盔头作
1663,散热器研发基地
1664,新城子政府
1665,锦绣街
1666,志强北园小区
1667,阜石路第三社区
1668,南锣鼓巷社区
1669,地铁回龙观站
1670,北小营小区
1671,小北哨村
1672,天赐良园二期
1673,任家台
1674,杨家洼路口南
1675,李老新村
1676,新华路南口
1677,北太平桥西
1678,前英房胡同
1679,黄土坡村
1680,炒米店路口
1681,东上坡
1682,南独乐河路口
1683,西线串
1684,世纪城晴雪园社区
1685,永丰路南口
1686,安贞苑社区
1687,七村
1688,小八百户
1689,牛栏山小区
1690,英家坟
1691,中榆树甸
1692,卫营胡同
1693,泓善粮油批发市场
1694,双井桥西
1695,八店路口
1696,满井中学
1697,新能源
1698,施家社区
1699,七连庄村
1700,小学路口
1701,小红庙
1702,天竺卫生院
1703,西直河
1704,东坝南
1705,凉水河桥北
1706,菜地
1707,青龙湖
1708,平谷大市场
1709,牲畜市场
1710,富强胡同
1711,八口村
1712,岳各庄桥北
1713,公庄
1714,霞云岭
1715,孝德村
1716,祖村北站
1717,霍营乡中心小学
1718,鲲鹏公司
1719,山立庄村
1720,芳城园二区社区
1721,敬胜胡同
1722,秀水社区
1723,洪寺村安置房
1724,司家居委会
1725,羊肉胡同
1726,光明街道
1727,航材院社区
1728,得胜口
1729,熊耳寨
1730,地铁经海路站
1731,崔村政府
1732,秦家胡同
1733,大杜社
1734,东小口东
1735,莲花寺湾
1736,南郊驾校
1737,房山大角南
1738,迎风五里社区
1739,平安里路口南
1740,高碑店地区
1741,莲怡园东路
1742,监测中心
1743,增产路东口
1744,北宽街
1745,龙跃苑一区西门
1746,北神树
1747,西山村
1748,考德路口
1749,前桃洼
1750,焦家坞
1751,小汤山卫生院
1752,西庞里
1753,城子
1754,百子湾桥东
1755,西四北四条旧称
1756,张家务
1757,三间房乡
1758,铁狮子坟
1759,陈家庄
1760,西关村
1761,郭上坡村口
1762,丁家滩
1763,汇能集团
1764,拥军路南口
1765,大河口
1766,燕山社区医院
1767,安顺北里小区
1768,密云河北庄东
1769,刘家窑第三社区
1770,大窦桥北
1771,荞麦峪
1772,北土城西路东口
1773,千灵山南
1774,香河商贸城
1775,燕丹乡政府
1776,工人体育场西门
1777,水头村
1778,耀武胡同
1779,梅花庄新村
1780,汤河口西
1781,四路通
1782,纸房村
1783,后甫营北
1784,马家居委会
1785,薛大人庄村
1786,果园西区居委会
1787,大十三里南
1788,南半壁店
1789,台湖西口
1790,宏昌路南口
1791,薛庄村
1792,北航社区
1793,黄柏寺路口
1794,西二道河
1795,郭村
1796,堂院胡同
1797,侯家峪村
1798,宣庄户
1799,石太庄
1800,清源西里社区
1801,岗山路口
1802,密云南门
1803,火寺路
1804,大兴区医院西门
1805,杨秀店
1806,木樨地北
1807,佟麟阁路
1808,马驹桥北路
1809,天竺地区
1810,怀柔区小中富乐村
1811,汉山商店车道峪
1812,沙河房管所
1813,燕郊首钢生活区
1814,厢黄旗东路南口
1815,樊羊路东口
1816,沙古堆
1817,大辛峰村
1818,大泥河西口
1819,安四路
1820,北京八王坟站
1821,丰户营西站
1822,顺义苏庄
1823,兴隆庄村西
1824,慧忠里
1825,万润社区
1826,莲花谭路口
1827,伊各庄
1828,马家沟村
1829,南环大桥东
1830,钢研社区
1831,新华街
1832,西辛房居委会
1833,海鶄落村委会
1834,何家坟社区
1835,寿刘胡同
1836,天通苑环岛
1837,老钱局
1838,西小马市场
1839,西店村
1840,史长峪大队
1841,二道河村
1842,颐和山庄南
1843,沈家营镇社区
1844,东山
1845,西智路口
1846,北大街
1847,老观里
1848,金顶街街道
1849,蔡家口
1850,周庄嘉园
1851,永安社区
1852,温泉苗圃
1853,马杓胡同
1854,方庄南口
1855,大鲁店果园
1856,阜成门
1857,新村街道
1858,西大坨村
1859,洙水村
1860,酒仙桥南
1861,半壁店第一社区
1862,天通北苑三区
1863,旧宫镇
1864,四司村
1865,崇辛庄村
1866,牛盆峪铁桥
1867,苇沟
1868,万寿寺社区
1869,皇木场村北
1870,南卷
1871,清源路
1872,宗学胡同
1873,天秀花园社区
1874,永善社区
1875,岗南路
1876,四渡河路口
1877,长阳温馨家园
1878,装甲兵干休所
1879,生命园西环路
1880,良乡北关环岛
1881,布巷子胡同
1882,阳光波尔多小区
1883,前北营村
1884,军响村
1885,阎安中路
1886,羊管胡同
1887,连丰胡同
1888,秦老胡同
1889,昌平何营站
1890,对石村
1891,孔化营西口
1892,工人体育场南门
1893,香堂铁道
1894,水坡总站
1895,燕丹东
1896,苏村
1897,西四北六条社区
1898,国家图书馆
1899,峪上·桃墅林
1900,前陆马庄村
1901,后元化
1902,经海七路北口
1903,田村社区
1904,环湖小区南门
1905,大柳树路口西
1906,涧头站台
1907,幺家店路
1908,花猪胡同
1909,吉羊村口
1910,二亩地
1911,冶建院社区社区
1912,鹿圈一村
1913,西源里小区
1914,阳坊村
1915,雄金台
1916,石牌胡同
1917,半壁店镇
1918,玉海园南口
1919,西南召村
1920,武圣路南口
1921,西五里营村
1922,斋堂西口
1923,港西村
1924,旧鼓楼社区
1925,奶子房北
1926,二间房
1927,马一街村
1928,莲花瓣
1929,杨庄小区东
1930,交道口
1931,和谐家园一区西门
1932,荆家务西口
1933,枫丹丽舍社区
1934,南湖东园居委会
1935,云翔苑小区
1936,红螺寺
1937,北煤铺胡同
1938,山西沟
1939,后俸伯村
1940,碾子湾
1941,巡按察院胡同
1942,地铁林萃桥站
1943,宏福苑北门
1944,土沟北口
1945,酸枣岭路口
1946,望花路西里社区
1947,少年宫
1948,双锦园社区
1949,祈年大街北口
1950,西皮条营
1951,西胡林村
1952,小潞邑北口
1953,大桥胡同
1954,世济医院
1955,农家院
1956,和平西桥北
1957,太平庄道口
1958,芳园西街南口
1959,延庆旧县建雄小区
1960,西枪厂胡同
1961,武疃村
1962,西八里社区
1963,稻田一村
1964,翠屏小区西门
1965,头道沟站
1966,东磁各庄村
1967,公交驾校
1968,房山矿社区
1969,昌平高级职业学校
1970,罗家峪
1971,北坊
1972,南华市场
1973,昌平南口东街
1974,小圣庙村
1975,房山二道河
1976,小丰营
1977,墙子路
1978,西北台村
1979,东升乡
1980,汽北社区
1981,尚信
1982,荆稍坟村
1983,温馨家园
1984,太平庄东口
1985,北寺村
1986,北岭新村
1987,火神营村
1988,张家坟村
1989,东鹿角
1990,琉璃河平各庄
1991,燕化东岭
1992,南角湾胡同
1993,丽景长安小区
1994,运成街南
1995,西坝河南里
1996,居庸关西口
1997,北官厅
1998,白云观
1999,十五所社区
2000,农田桥
2001,北湾子
2002,首都体育馆
2003,礼拜寺
2004,南河漕
2005,槐宝庵
2006,电子城小区
2007,丽都居委会
2008,中楼社区
2009,刘各长村
2010,芹菜岭
2011,良乡后店村
2012,双花园社区
2013,奥运村
2014,人定湖西里社区
2015,海军社区
2016,内西巡捕厅
2017,北京中医院通州分院
2018,人大附中社区
2019,苹果社区
2020,金家村
2021,地铁稻田站
2022,松兰堡村
2023,树村东口
2024,金家村桥东
2025,沙窝营村
2026,大齐家胡同
2027,晨光工贸
2028,陈良屯村
2029,滨河街道
2030,怀柔石厂村
2031,小王庄
2032,八渡
2033,顺义李各庄
2034,亦庄线
2035,皮各庄三村
2036,枝子峪
2037,凤乐台站
2038,定安里社区
2039,龙湾屯村
2040,白庙地
2041,柳衍
2042,思邈路口
2043,后南仓东里
2044,北石槽镇政府
2045,凌庙村
2046,前平坊
2047,科创八街
2048,京源路社区
2049,新村社区
2050,石楼车辆段
2051,红松园居委会
2052,万恩公司
2053,清源西里北站
2054,穆家峪幼儿园
2055,龙王头
2056,马营
2057,西王庄村
2058,东营房
2059,于家务回族乡
2060,李各庄社区
2061,半城子一站
2062,中关村街道
2063,昌平中医院
2064,首师大北校园社区
2065,北京农学院
2066,世界公园公交场站
2067,黄峪口村
2068,阎仙垡村口
2069,星光影视园南门
2070,龙跃苑三区东门
2071,潞河医院路口西
2072,讲礼
2073,蚂螂胡同
2074,家禽市场
2075,北京翔飞
2076,幸福泉幼儿园
2077,中东路西口
2078,水碾屯一村
2079,通州刘庄
2080,顺义公路局
2081,西马中街
2082,上地三街东口
2083,南下洼子
2084,莱茵湾
2085,华堂商场
2086,科学城第一社区
2087,军工贸
2088,花椒大院
2089,魏窑村
2090,通州北苑
2091,前吉山
2092,海子角西里社区
2093,国家会计学院
2094,后沙峪公交场站
2095,北皋村
2096,双磨路口
2097,兴寿北站
2098,高各庄北口
2099,西关上
2100,曹家路村
2101,通州石槽村北
2102,牛街西里
2103,智汇城创业园
2104,北泗上村
2105,前鲁
2106,东窑村口
2107,陈各庄北
2108,马坡政府
2109,莲水怡园
2110,新国展
2111,前甫村
2112,老公庄
2113,松鹤庵
2114,芳园南里西区
2115,柳树胡同
2116,李堡村
2117,玉皇庙村
2118,荆子山后二站
2119,小川淀胡同
2120,将台乡
2121,小井路口东
2122,下坊村
2123,哨马营村
2124,郎西村
2125,小陶村北站
2126,后马厂胡同
2127,枣林东口
2128,弘善家园
2129,宏福苑小区东
2130,帽儿社区
2131,地铁南邵站
2132,西王佐北
2133,树村
2134,九渡河村
2135,西帽湾村
2136,崇文区
2137,王平村电厂
2138,留士庄北
2139,后甸村
2140,大兴县胡同
2141,延庆苏庄
2142,双柳树
2143,陶然桥
2144,黄土坡
2145,下店
2146,大高舍
2147,北彩
2148,延庆火车南站
2149,韩家胡同
2150,八家北口
2151,河防口南
2152,铜厂子
2153,集团公司
2154,小井胡同
2155,南宫市场
2156,黄坨子村
2157,锦绣街西口
2158,芳星园三区社区
2159,延庆羊坊
2160,磊磊石材
2161,垡头桥
2162,厂洼北站
2163,崔各庄乡政府
2164,真顺果园
2165,钟楼湾胡同
2166,北苑公交场站
2167,密云豆各庄
2168,国泰百货
2169,南法信医院
2170,彩风小学
2171,太平辛庄
2172,娄峪
2173,灜坤路
2174,湾子
2175,秋林铺
2176,保兴庄
2177,秋露园北
2178,石门山庄
2179,天堂河
2180,开阳桥北
2181,平房地区
2182,防化学院
2183,西大街村
2184,中鼎南路
2185,刘家店政府站
2186,北务镇政府
2187,真如寺胡同
2188,北京南站南广场
2189,峰台村
2190,太古石
2191,雷桥村
2192,西砖胡同
2193,吴庄
2194,房山中医院
2195,永宁拖拉机
2196,铁十六局
2197,黑峪口
2198,荷清苑社区
2199,西南吕
2200,化八居委会
2201,森林大第家园社区
2202,海字口南口
2203,支楼
2204,章家桥
2205,长沟镇
2206,北京太阳宫公园
2207,松树庵
2208,大石各庄
2209,寿宝庄北站
2210,南环加油站
2211,红石湾
2212,东四北大街南社区
2213,团河行宫团忠路北
2214,良乡西街南口
2215,瑞雪春堂
2216,化工大学
2217,荆子峪一站
2218,玉桥东路站
2219,继教中心城培学区
2220,樯子路
2221,玉林东里三区社区
2222,中心湖西
2223,平谷新立村
2224,颐和园社区
2225,涝洼村委会院
2226,西裱褙胡同
2227,北香峪村
2228,模式口西里
2229,安宁庄东路北口
2230,东坝乡
2231,展思门路东口
2232,团泉村
2233,黑芝麻胡同
2234,曙光街道
2235,桃园公寓社区
2236,狼各庄西村
2237,大兴桥西
2238,贾各庄村
2239,善家坟
2240,杨镇下营
2241,丰北桥
2242,青年路口北
2243,姚村
2244,龙门
2245,北皋
2246,成寿寺路
2247,寨辛庄
2248,百万庄西口
2249,南地村
2250,东城看守所
2251,大兴一中
2252,李各庄路
2253,宣颐家园
2254,南窖
2255,团河农场
2256,东罗园社区
2257,正觉寺
2258,阜玉路口
2259,上辇
2260,廊坊第九中学
2261,麦庄
2262,大屯村
2263,大松垡村南口
2264,魏家湾村
2265,陈桁村
2266,潘家园桥
2267,永宁胡同
2268,柳沟
2269,翠谷玉景苑社区
2270,中关村一街
2271,捧河沿
2272,宝盛西里
2273,芳古园一区第一社区
2274,北医社区
2275,黄寺总政大院
2276,南小营村
2277,杨各庄
2278,国泰超市
2279,贾各庄
2280,皇城根北街社区
2281,沙窝路口
2282,南弓背胡同
2283,帽儿胡同
2284,果岭小镇南门
2285,北岗洼社区
2286,梨园店西
2287,青塔北行
2288,玉佛寺
2289,长营村
2290,韶九社区
2291,八角北里社区
2292,保利芳园小区
2293,梅园小区
2294,新村
2295,市场街居委会
2296,辛庄桥
2297,果园环岛南
2298,北邵洼村
2299,二拨子新村东
2300,神仙村路口
2301,巨各庄镇豆各庄
2302,花园新村
2303,富强路
2304,展思门路西口
2305,椿树馆社区
2306,白草洼
2307,首都体院社区
2308,班大人胡同
2309,宋庄
2310,后小井胡同
2311,沙子营加油站
2312,刘浩营村
2313,天通东苑第三区社区
2314,加速器站
2315,地铁清源路站
2316,管家庄村
2317,西门路口北
2318,琅山
2319,北京农业职业学院
2320,前疃西
2321,黄元井村
2322,彩虹路
2323,世界地热博览园
2324,南成庄村
2325,长陵营
2326,燕郊学院街
2327,西五里营
2328,南菜园火车站
2329,凤河营
2330,姚家园北一路
2331,杜刘庄村
2332,安国寺
2333,古城西大街
2334,荆稍坟一站
2335,鸿博家园
2336,荣昌东街地铁站
2337,清源北路西口
2338,顺义检察院
2339,东石槽
2340,保林庄
2341,高辛庄
2342,木北二社区
2343,北郊农场桥北
2344,京昌路回龙观
2345,东中街社区
2346,八宝胡同
2347,史儿胡同
2348,后石门村
2349,北锅头
2350,岗山村南站
2351,侯庄子新村
2352,慈云寺
2353,新华大街
2354,港馨西区
2355,桃山小学
2356,下禅房南站
2357,北洛
2358,大杜社中学
2359,西周各庄
2360,南口西站
2361,包头营
2362,次渠南
2363,南高庄路口
2364,付家台村
2365,水罐胡同
2366,下苇店
2367,北花园村
2368,旺密
2369,南玉带胡同
2370,东红寺村
2371,孙史山村口
2372,送变电路口西
2373,兆丰桥
2374,静淑苑社区
2375,仇店小学
2376,杨镇周庄
2377,清华同方
2378,郭家场
2379,东大屯村
2380,田村路街道
2381,安化新楼社区
2382,丰益桥
2383,呼家楼街道
2384,北京房山区兴华汽车维修站
2385,有果胡同
2386,三O四医院社区
2387,北苑街道
2388,彰作村
2389,新街口北
2390,昌平半壁店东口
